HLE: ! path: /dev_hdd0/game/
LDR: E PSFLoader::Load() failed: unknown magic (0x0)
G: W rfile_t::open('D:/Emulateurs/Rpcs3/dev_hdd0/game/NPEB00548/PS3_GAME/USRDIR/BOOT.BIN', 0x1) failed: error 0x3
LDR: ! Loading 'D:/Emulateurs/Rpcs3/dev_hdd0/game/NPEB00548/USRDIR/BOOT.BIN'...
LDR: !  
LDR: ! Mount info:
LDR: ! /dev_usb000/ -> D:/Emulateurs/Rpcs3/dev_usb000/
LDR: ! /dev_flash/ -> D:/Emulateurs/Rpcs3/dev_flash/
LDR: ! /host_root/ -> 
LDR: ! /dev_hdd0/ -> D:/Emulateurs/Rpcs3/dev_hdd0/
LDR: ! /dev_hdd1/ -> D:/Emulateurs/Rpcs3/dev_hdd1/
LDR: ! /dev_bdvd/ -> D:/Emulateurs/Rpcs3/dev_hdd0/game/NPEB00548/../
LDR: ! /dev_usb/ -> D:/Emulateurs/Rpcs3/dev_usb000/
LDR: !  
LDR: ! Title: Dante's Inferno™ HDD EN/FR/ES
LDR: ! Serial: NPEB00548
G: W rfile_t::open('D:/Emulateurs/Rpcs3/dev_hdd0/game/NPEB00548/dev_bdvd.path', 0x1) failed: error 0x2
LDR: !  
LDR: ! loader::init() failed: Broken file
MEM: ! Initializing memory: g_base_addr = 0x7ec0c20000, g_priv_addr = 0x7fc0c20000
MEM: ! Memory initialized.
HLE: W {PPU[0xcc] Thread ()[0x00ef4e4c]} cellFs: cellFsOpen(path=*0x16651d0, flags=0, fd=*0x16651a4, arg=*0x0, size=0x0) -> sys_fs_open()
HLE: W {PPU[0xcc] Thread ()[0x00ef4e4c]} sys_fs: sys_fs_open(path=*0x16651d0, flags=0, fd=*0x16651a4, mode=0, arg=*0x0, size=0x0)
HLE: W {PPU[0xcc] Thread ()[0x00ef4e4c]} sys_fs: *** path = '/dev_bdvd/PS3_GAME/USRDIR/BIGFILE9.VIV'
G: W {PPU[0xcc] Thread ()[0x00ef4e4c]} rfile_t::open('D:/Emulateurs/Rpcs3/dev_hdd0/game/PS3_GAME/USRDIR/BIGFILE9.VIV', 0x1) failed: error 0x3
HLE: E {PPU[0xcc] Thread ()[0x00ef4e4c]} sys_fs error: sys_fs_open('/dev_bdvd/PS3_GAME/USRDIR/BIGFILE9.VIV'): failed to open file (flags=0, mode=0)
HLE: W {PPU[0xcc] Thread ()[0x00ef4e4c]} cellFs: cellFsOpen(path=*0x16651d0, flags=0, fd=*0x16651a4, arg=*0x0, size=0x0) -> sys_fs_open()
HLE: W {PPU[0xcc] Thread ()[0x00ef4e4c]} sys_fs: sys_fs_open(path=*0x16651d0, flags=0, fd=*0x16651a4, mode=0, arg=*0x0, size=0x0)
HLE: W {PPU[0xcc] Thread ()[0x00ef4e4c]} sys_fs: *** path = '/dev_bdvd/PS3_GAME/USRDIR/BIGFILE10.VIV'
G: W {PPU[0xcc] Thread ()[0x00ef4e4c]} rfile_t::open('D:/Emulateurs/Rpcs3/dev_hdd0/game/PS3_GAME/USRDIR/BIGFILE10.VIV', 0x1) failed: error 0x3
HLE: E {PPU[0xcc] Thread ()[0x00ef4e4c]} sys_fs error: sys_fs_open('/dev_bdvd/PS3_GAME/USRDIR/BIGFILE10.VIV'): failed to open file (flags=0, mode=0)
HLE: W {PPU[0xcc] Thread ()[0x00ef4e4c]} cellFs: cellFsOpen(path=*0x16651d0, flags=0, fd=*0x16651a4, arg=*0x0, size=0x0) -> sys_fs_open()
HLE: W {PPU[0xcc] Thread ()[0x00ef4e4c]} sys_fs: sys_fs_open(path=*0x16651d0, flags=0, fd=*0x16651a4, mode=0, arg=*0x0, size=0x0)
HLE: W {PPU[0xcc] Thread ()[0x00ef4e4c]} sys_fs: *** path = '/dev_bdvd/PS3_GAME/USRDIR/BIGFILE11.VIV'
G: W {PPU[0xcc] Thread ()[0x00ef4e4c]} rfile_t::open('D:/Emulateurs/Rpcs3/dev_hdd0/game/PS3_GAME/USRDIR/BIGFILE11.VIV', 0x1) failed: error 0x3
HLE: E {PPU[0xcc] Thread ()[0x00ef4e4c]} sys_fs error: sys_fs_open('/dev_bdvd/PS3_GAME/USRDIR/BIGFILE11.VIV'): failed to open file (flags=0, mode=0)
HLE: W {PPU[0xcc] Thread ()[0x00ef4e4c]} cellFs: cellFsOpen(path=*0x16651d0, flags=0, fd=*0x16651a4, arg=*0x0, size=0x0) -> sys_fs_open()
HLE: W {PPU[0xcc] Thread ()[0x00ef4e4c]} sys_fs: sys_fs_open(path=*0x16651d0, flags=0, fd=*0x16651a4, mode=0, arg=*0x0, size=0x0)
HLE: W {PPU[0xcc] Thread ()[0x00ef4e4c]} sys_fs: *** path = '/dev_bdvd/PS3_GAME/USRDIR/BIGFILE12.VIV'
G: W {PPU[0xcc] Thread ()[0x00ef4e4c]} rfile_t::open('D:/Emulateurs/Rpcs3/dev_hdd0/game/PS3_GAME/USRDIR/BIGFILE12.VIV', 0x1) failed: error 0x3
HLE: E {PPU[0xcc] Thread ()[0x00ef4e4c]} sys_fs error: sys_fs_open('/dev_bdvd/PS3_GAME/USRDIR/BIGFILE12.VIV'): failed to open file (flags=0, mode=0)
HLE: W {PPU[0x1] Thread (main_thread)[0x008611c0]} sys_semaphore: sys_semaphore_create(sem=*0x20803a28, attr=*0xd003eee0, initial_val=0, max_val=100000)
HLE: W {PPU[0x1] Thread (main_thread)[0x00ef56ac]} cellSpurs: _cellSpursAttributeInitialize(attr_addr=0xd003ee00, revision=2, sdkVersion=0x270001, nSpus=4, spuPriority=64, ppuPriority=1000, exitIfNoWork=0)
HLE: W {PPU[0x1] Thread (main_thread)[0x00ef55cc]} cellSpurs: cellSpursAttributeSetNamePrefix(attr_addr=0xd003ee00, prefix_addr=0xf53950, size=12)
HLE: W {PPU[0x1] Thread (main_thread)[0x00ef56ec]} cellSpurs: cellSpursAttributeSetSpuThreadGroupType(attr_addr=0xd003ee00, type=24)
HLE: W {PPU[0x1] Thread (main_thread)[0x00ef570c]} cellSpurs: cellSpursInitializeWithAttribute(spurs_addr=0x2ed63080, attr_addr=0xd003ee00)
HLE: E {PPU[0x1] Thread (main_thread)[0x00ef570c]} sys_spu TODO: Unsupported SPU Thread Group type (0x18)
HLE: E {PPU[0x1] Thread (main_thread)[0x00ef570c]} sys_spu TODO: Unsupported SPU Thread options (0x2)
HLE: E {PPU[0x1] Thread (main_thread)[0x00ef570c]} sys_spu TODO: Unsupported SPU Thread options (0x2)
HLE: E {PPU[0x1] Thread (main_thread)[0x00ef570c]} sys_spu TODO: Unsupported SPU Thread options (0x2)
HLE: E {PPU[0x1] Thread (main_thread)[0x00ef570c]} sys_spu TODO: Unsupported SPU Thread options (0x2)
HLE: W {PPU[0x1] Thread (main_thread)[0x00ef570c]} sys_spu: sys_spu_thread_group_connect_event_all_threads(id=0xdf, eq=0xe6, req=0xffffffffffff0000, spup=*0x2ed63149)
HLE: W {PPU[0x1] Thread (main_thread)[0x00ef570c]} sys_event: sys_event_port_connect_local(eport_id=0xe7, equeue_id=0xe6)
HLE: W {PPU[0xe8] Thread (ears_job_ps3SpursHdlr0)[0x00000000]} sys_spu: sys_spu_thread_group_start(id=0xdf)
HLE: W {PPU[0x1] Thread (main_thread)[0x00ef570c]} sys_spu: sys_spu_thread_group_connect_event(id=0xdf, eq=0xe6, et=2)
HLE: W {PPU[0xe8] Thread (ears_job_ps3SpursHdlr0)[0x00000000]} sys_spu: sys_spu_thread_group_join(id=0xdf, cause=*0x0, status=*0x0)
HLE: W {PPU[0x1] Thread (main_thread)[0x00ef578c]} cellSpurs: _cellSpursWorkloadAttributeInitialize(attr_addr=0xd003ecf0, revision=1, sdkVersion=0x270001, pm_addr=0x10d2f80, size=0x800, data=0x144f380, priorityTable_addr=0xd003efe0, minContention=0x1, maxContention=0x1)
HLE: W {PPU[0x1] Thread (main_thread)[0x00ef55ec]} cellSpurs: cellSpursWorkloadAttributeSetName(attr_addr=0xd003ecf0, nameClass_addr=0x2ed9a818, nameInstance_addr=0x2ed9a838)
HLE: W {PPU[0x1] Thread (main_thread)[0x00ef574c]} cellSpurs: cellSpursAddWorkloadWithAttribute(spurs_addr=0x2ed63080, wid_addr=0x2ed9a804, attr_addr=0xd003ecf0)
HLE: W {PPU[0x1] Thread (main_thread)[0x00ef57ac]} cellSpurs: cellSpursReadyCountStore(spurs_addr=0x2ed63080, wid=0, value=0x0)
HLE: W {PPU[0x1] Thread (main_thread)[0x00ef568c]} cellSpurs: cellSpursWakeUp(spurs_addr=0x2ed63080)
HLE: W {PPU[0x1] Thread (main_thread)[0x00ef57ac]} cellSpurs: cellSpursReadyCountStore(spurs_addr=0x2ed63080, wid=0, value=0x1)
HLE: W {PPU[0x1] Thread (main_thread)[0x00ef568c]} cellSpurs: cellSpursWakeUp(spurs_addr=0x2ed63080)
HLE: W {PPU[0x1] Thread (main_thread)[0x00ef578c]} cellSpurs: _cellSpursWorkloadAttributeInitialize(attr_addr=0xd003ecf0, revision=1, sdkVersion=0x270001, pm_addr=0x10d2f80, size=0x800, data=0x144f380, priorityTable_addr=0xd003efe0, minContention=0x1, maxContention=0x1)
HLE: W {PPU[0x1] Thread (main_thread)[0x00ef55ec]} cellSpurs: cellSpursWorkloadAttributeSetName(attr_addr=0xd003ecf0, nameClass_addr=0x2ed9a898, nameInstance_addr=0x2ed9a8b8)
HLE: W {PPU[0x1] Thread (main_thread)[0x00ef574c]} cellSpurs: cellSpursAddWorkloadWithAttribute(spurs_addr=0x2ed63080, wid_addr=0x2ed9a884, attr_addr=0xd003ecf0)
HLE: W {PPU[0x1] Thread (main_thread)[0x00ef57ac]} cellSpurs: cellSpursReadyCountStore(spurs_addr=0x2ed63080, wid=1, value=0x0)
HLE: W {PPU[0x1] Thread (main_thread)[0x00ef568c]} cellSpurs: cellSpursWakeUp(spurs_addr=0x2ed63080)
HLE: W {PPU[0x1] Thread (main_thread)[0x00ef57ac]} cellSpurs: cellSpursReadyCountStore(spurs_addr=0x2ed63080, wid=1, value=0x1)
HLE: W {PPU[0x1] Thread (main_thread)[0x00ef568c]} cellSpurs: cellSpursWakeUp(spurs_addr=0x2ed63080)
HLE: W {PPU[0x1] Thread (main_thread)[0x00ef578c]} cellSpurs: _cellSpursWorkloadAttributeInitialize(attr_addr=0xd003ecf0, revision=1, sdkVersion=0x270001, pm_addr=0x10d2f80, size=0x800, data=0x144f380, priorityTable_addr=0xd003efe0, minContention=0x1, maxContention=0x1)
HLE: W {PPU[0x1] Thread (main_thread)[0x00ef55ec]} cellSpurs: cellSpursWorkloadAttributeSetName(attr_addr=0xd003ecf0, nameClass_addr=0x2ed9a918, nameInstance_addr=0x2ed9a938)
HLE: W {PPU[0x1] Thread (main_thread)[0x00ef574c]} cellSpurs: cellSpursAddWorkloadWithAttribute(spurs_addr=0x2ed63080, wid_addr=0x2ed9a904, attr_addr=0xd003ecf0)
HLE: W {PPU[0x1] Thread (main_thread)[0x00ef57ac]} cellSpurs: cellSpursReadyCountStore(spurs_addr=0x2ed63080, wid=2, value=0x0)
HLE: W {PPU[0x1] Thread (main_thread)[0x00ef568c]} cellSpurs: cellSpursWakeUp(spurs_addr=0x2ed63080)
HLE: W {PPU[0x1] Thread (main_thread)[0x00ef57ac]} cellSpurs: cellSpursReadyCountStore(spurs_addr=0x2ed63080, wid=2, value=0x1)
HLE: W {PPU[0x1] Thread (main_thread)[0x00ef568c]} cellSpurs: cellSpursWakeUp(spurs_addr=0x2ed63080)
HLE: W {PPU[0x1] Thread (main_thread)[0x00ef578c]} cellSpurs: _cellSpursWorkloadAttributeInitialize(attr_addr=0xd003ecf0, revision=1, sdkVersion=0x270001, pm_addr=0x10d2f80, size=0x800, data=0x144f380, priorityTable_addr=0xd003efe0, minContention=0x1, maxContention=0x1)
HLE: W {PPU[0x1] Thread (main_thread)[0x00ef55ec]} cellSpurs: cellSpursWorkloadAttributeSetName(attr_addr=0xd003ecf0, nameClass_addr=0x2ed9a998, nameInstance_addr=0x2ed9a9b8)
HLE: W {PPU[0x1] Thread (main_thread)[0x00ef574c]} cellSpurs: cellSpursAddWorkloadWithAttribute(spurs_addr=0x2ed63080, wid_addr=0x2ed9a984, attr_addr=0xd003ecf0)
HLE: W {PPU[0x1] Thread (main_thread)[0x00ef57ac]} cellSpurs: cellSpursReadyCountStore(spurs_addr=0x2ed63080, wid=3, value=0x0)
HLE: W {PPU[0x1] Thread (main_thread)[0x00ef568c]} cellSpurs: cellSpursWakeUp(spurs_addr=0x2ed63080)
HLE: W {PPU[0x1] Thread (main_thread)[0x00ef57ac]} cellSpurs: cellSpursReadyCountStore(spurs_addr=0x2ed63080, wid=3, value=0x1)
HLE: W {PPU[0x1] Thread (main_thread)[0x00ef568c]} cellSpurs: cellSpursWakeUp(spurs_addr=0x2ed63080)
HLE: W {PPU[0x1] Thread (main_thread)[0x00870a5c]} sys_semaphore: sys_semaphore_create(sem=*0x2ed9ab0c, attr=*0xd003ecc0, initial_val=0, max_val=1)
HLE: W {PPU[0x1] Thread (main_thread)[0x00870a5c]} sys_semaphore: sys_semaphore_create(sem=*0x2ed9ac0c, attr=*0xd003ecc0, initial_val=0, max_val=1)
HLE: W {PPU[0x1] Thread (main_thread)[0x00870a5c]} sys_semaphore: sys_semaphore_create(sem=*0x2ed9ad0c, attr=*0xd003ecc0, initial_val=0, max_val=1)
HLE: W {PPU[0x1] Thread (main_thread)[0x00870a5c]} sys_semaphore: sys_semaphore_create(sem=*0x2ed9ae0c, attr=*0xd003ecc0, initial_val=0, max_val=1)
HLE: W {PPU[0x1] Thread (main_thread)[0x00870a5c]} sys_semaphore: sys_semaphore_create(sem=*0x2ed9af0c, attr=*0xd003ecc0, initial_val=0, max_val=1)
HLE: W {PPU[0x1] Thread (main_thread)[0x00870a5c]} sys_semaphore: sys_semaphore_create(sem=*0x2ed9b00c, attr=*0xd003ecc0, initial_val=0, max_val=1)
HLE: W {PPU[0x1] Thread (main_thread)[0x00870a5c]} sys_semaphore: sys_semaphore_create(sem=*0x2ed9b10c, attr=*0xd003ecc0, initial_val=0, max_val=1)
HLE: W {PPU[0x1] Thread (main_thread)[0x00870a5c]} sys_semaphore: sys_semaphore_create(sem=*0x2ed9b20c, attr=*0xd003ecc0, initial_val=0, max_val=1)
HLE: W {PPU[0x1] Thread (main_thread)[0x00870a5c]} sys_semaphore: sys_semaphore_create(sem=*0x2ed9b30c, attr=*0xd003ecc0, initial_val=0, max_val=1)
HLE: W {PPU[0x1] Thread (main_thread)[0x00870a5c]} sys_semaphore: sys_semaphore_create(sem=*0x2ed9b40c, attr=*0xd003ecc0, initial_val=0, max_val=1)
HLE: W {PPU[0x1] Thread (main_thread)[0x00870a5c]} sys_semaphore: sys_semaphore_create(sem=*0x2ed9b50c, attr=*0xd003ecc0, initial_val=0, max_val=1)
HLE: W {PPU[0x1] Thread (main_thread)[0x00870a5c]} sys_semaphore: sys_semaphore_create(sem=*0x2ed9b60c, attr=*0xd003ecc0, initial_val=0, max_val=1)
HLE: W {PPU[0x1] Thread (main_thread)[0x00870a5c]} sys_semaphore: sys_semaphore_create(sem=*0x2ed9b70c, attr=*0xd003ecc0, initial_val=0, max_val=1)
HLE: W {PPU[0x1] Thread (main_thread)[0x00870a5c]} sys_semaphore: sys_semaphore_create(sem=*0x2ed9b80c, attr=*0xd003ecc0, initial_val=0, max_val=1)
HLE: W {PPU[0x1] Thread (main_thread)[0x00870a5c]} sys_semaphore: sys_semaphore_create(sem=*0x2ed9b90c, attr=*0xd003ecc0, initial_val=0, max_val=1)
HLE: W {PPU[0x1] Thread (main_thread)[0x00870a5c]} sys_semaphore: sys_semaphore_create(sem=*0x2ed9ba0c, attr=*0xd003ecc0, initial_val=0, max_val=1)
HLE: W {PPU[0x1] Thread (main_thread)[0x00870a5c]} sys_semaphore: sys_semaphore_create(sem=*0x2ed9bb0c, attr=*0xd003ecc0, initial_val=0, max_val=1)
HLE: W {PPU[0x1] Thread (main_thread)[0x00870a5c]} sys_semaphore: sys_semaphore_create(sem=*0x2ed9bc0c, attr=*0xd003ecc0, initial_val=0, max_val=1)
HLE: W {PPU[0x1] Thread (main_thread)[0x00870a5c]} sys_semaphore: sys_semaphore_create(sem=*0x2ed9bd0c, attr=*0xd003ecc0, initial_val=0, max_val=1)
HLE: W {PPU[0x1] Thread (main_thread)[0x00870a5c]} sys_semaphore: sys_semaphore_create(sem=*0x2ed9be0c, attr=*0xd003ecc0, initial_val=0, max_val=1)
HLE: W {PPU[0x1] Thread (main_thread)[0x00870a5c]} sys_semaphore: sys_semaphore_create(sem=*0x2ed9bf0c, attr=*0xd003ecc0, initial_val=0, max_val=1)
HLE: W {PPU[0x1] Thread (main_thread)[0x00870a5c]} sys_semaphore: sys_semaphore_create(sem=*0x2ed9c00c, attr=*0xd003ecc0, initial_val=0, max_val=1)
HLE: W {PPU[0x1] Thread (main_thread)[0x00870a5c]} sys_semaphore: sys_semaphore_create(sem=*0x2ed9c10c, attr=*0xd003ecc0, initial_val=0, max_val=1)
HLE: W {PPU[0x1] Thread (main_thread)[0x00870a5c]} sys_semaphore: sys_semaphore_create(sem=*0x2ed9c20c, attr=*0xd003ecc0, initial_val=0, max_val=1)
HLE: W {PPU[0x1] Thread (main_thread)[0x00870a5c]} sys_semaphore: sys_semaphore_create(sem=*0x2ed9c30c, attr=*0xd003ecc0, initial_val=0, max_val=1)
HLE: W {PPU[0x1] Thread (main_thread)[0x00870a5c]} sys_semaphore: sys_semaphore_create(sem=*0x2ed9c40c, attr=*0xd003ecc0, initial_val=0, max_val=1)
HLE: W {PPU[0x1] Thread (main_thread)[0x00870a5c]} sys_semaphore: sys_semaphore_create(sem=*0x2ed9c50c, attr=*0xd003ecc0, initial_val=0, max_val=1)
HLE: W {PPU[0x1] Thread (main_thread)[0x00870a5c]} sys_semaphore: sys_semaphore_create(sem=*0x2ed9c60c, attr=*0xd003ecc0, initial_val=0, max_val=1)
HLE: W {PPU[0x1] Thread (main_thread)[0x00870a5c]} sys_semaphore: sys_semaphore_create(sem=*0x2ed9c70c, attr=*0xd003ecc0, initial_val=0, max_val=1)
HLE: W {PPU[0x1] Thread (main_thread)[0x00870a5c]} sys_semaphore: sys_semaphore_create(sem=*0x2ed9c80c, attr=*0xd003ecc0, initial_val=0, max_val=1)
HLE: W {PPU[0x1] Thread (main_thread)[0x00870a5c]} sys_semaphore: sys_semaphore_create(sem=*0x2ed9c90c, attr=*0xd003ecc0, initial_val=0, max_val=1)
HLE: W {PPU[0x1] Thread (main_thread)[0x00870a5c]} sys_semaphore: sys_semaphore_create(sem=*0x2ed9ca0c, attr=*0xd003ecc0, initial_val=0, max_val=1)
HLE: W {PPU[0x1] Thread (main_thread)[0x008692b8]} sys_event: sys_event_queue_create(equeue_id=*0x1612568, attr=*0x1612618, event_queue_key=0x0, size=127)
HLE: W {PPU[0x1] Thread (main_thread)[0x00ef586c]} sysPrxForUser: sys_ppu_thread_create(thread_id=*0x1612560, entry=0x1185140, arg=0x0, prio=100, stacksize=0x1000, flags=0x1, threadname=*0xf91438)
HLE: W {PPU[0x1] Thread (main_thread)[0x00ef586c]} sys_ppu_thread: _sys_ppu_thread_create(thread_id=*0x1612560, param=*0xd003ed48, arg=0x0, unk=0x0, prio=100, stacksize=0x1000, flags=0x1, threadname=*0xf91438)
HLE: W {PPU[0x1] Thread (main_thread)[0x00ef586c]} sys_ppu_thread: sys_ppu_thread_start(thread_id=0x10b)
HLE: W {PPU[0x1] Thread (main_thread)[0x00869300]} sys_event: sys_event_port_create(eport_id=*0x1612558, port_type=1, name=0xf9379348ac45d2d9)
HLE: W {PPU[0x1] Thread (main_thread)[0x00869310]} sys_event: sys_event_port_connect_local(eport_id=0x10c, equeue_id=0x10a)
HLE: W {PPU[0x1] Thread (main_thread)[0x00ef5a2c]} sysPrxForUser: sys_spu_image_import(img=*0x1612628, src=0x10b7180, type=1)
LDR: W {PPU[0x1] Thread (main_thread)[0x00ef5a2c]} m_ehdr.e_type = 0x2
HLE: W {PPU[0x1] Thread (main_thread)[0x0086a8b0]} sys_spu: sys_spu_thread_group_create(id=*0x2ed9cfec, num=1, prio=255, attr=*0xd003ea9c)
HLE: W {PPU[0x1] Thread (main_thread)[0x0086a950]} sys_spu: sys_spu_thread_initialize(thread=*0x2ed9d008, group=0x10d, spu_num=0, img=*0x1612628, attr=*0xd003ea90, arg=*0xd003eab0)
HLE: E {PPU[0x1] Thread (main_thread)[0x0086a950]} sys_spu TODO: Unsupported SPU Thread options (0x2)
HLE: W {PPU[0x1] Thread (main_thread)[0x00868b54]} sys_spu: sys_spu_thread_connect_event(id=0x10e, eq=0x10a, et=1, spup=1)
HLE: W {PPU[0x1] Thread (main_thread)[0x00868b6c]} sys_spu: sys_spu_thread_connect_event(id=0x10e, eq=0x10a, et=1, spup=7)
HLE: W {PPU[0x1] Thread (main_thread)[0x0086a984]} sys_spu: sys_spu_thread_group_start(id=0x10d)
HLE: W {PPU[0x1] Thread (main_thread)[0x0086a8b0]} sys_spu: sys_spu_thread_group_create(id=*0x2ed9cff0, num=1, prio=255, attr=*0xd003ea9c)
HLE: W {PPU[0x1] Thread (main_thread)[0x0086a950]} sys_spu: sys_spu_thread_initialize(thread=*0x2ed9d00c, group=0x10f, spu_num=1, img=*0x1612628, attr=*0xd003ea90, arg=*0xd003eab0)
HLE: E {PPU[0x1] Thread (main_thread)[0x0086a950]} sys_spu TODO: Unsupported SPU Thread options (0x2)
HLE: W {PPU[0x1] Thread (main_thread)[0x00868b54]} sys_spu: sys_spu_thread_connect_event(id=0x110, eq=0x10a, et=1, spup=1)
HLE: W {PPU[0x1] Thread (main_thread)[0x00868b6c]} sys_spu: sys_spu_thread_connect_event(id=0x110, eq=0x10a, et=1, spup=7)
HLE: W {PPU[0x1] Thread (main_thread)[0x0086a984]} sys_spu: sys_spu_thread_group_start(id=0x10f)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x1611a08, attr=*0xd003ea48)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x1611a04, mutex_id=0x111, attr=*0xd003ea30)
HLE: W {PPU[0x1] Thread (main_thread)[0x00ef586c]} sysPrxForUser: sys_ppu_thread_create(thread_id=*0x16119d8, entry=0x11847f8, arg=0x16119d8, prio=985, stacksize=0x10000, flags=0x0, threadname=*0x1611a14)
HLE: W {PPU[0x1] Thread (main_thread)[0x00ef586c]} sys_ppu_thread: _sys_ppu_thread_create(thread_id=*0x16119d8, param=*0xd003eb38, arg=0x16119d8, unk=0x0, prio=985, stacksize=0x10000, flags=0x0, threadname=*0x1611a14)
HLE: W {PPU[0x1] Thread (main_thread)[0x00ef586c]} sys_ppu_thread: sys_ppu_thread_start(thread_id=0x113)
MEM: W {SPU[0x110] Thread (Job Manager - Job Thread)[0x0003f918]} decode_x64_reg_op(00007ffab91ac674h): unsupported opcode found (0F10040A4883C1104983E810EB1D0F10)
MEM: W {SPU[0x10e] Thread (Job Manager - Job Thread)[0x0003f918]} decode_x64_reg_op(00007ffab91ac674h): unsupported opcode found (0F10040A4883C1104983E810EB1D0F10)
MEM: W {SPU[0x10e] Thread (Job Manager - Job Thread)[0x0003f918]} decode_x64_reg_op(00007ffab91ac674h): unsupported opcode found (0F10040A4883C1104983E810EB1D0F10)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x1611a68, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x1611a64, mutex_id=0x114, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00ef586c]} sysPrxForUser: sys_ppu_thread_create(thread_id=*0x1611a38, entry=0x11847f8, arg=0x1611a38, prio=1000, stacksize=0x10000, flags=0x0, threadname=*0x1611a74)
HLE: W {PPU[0x1] Thread (main_thread)[0x00ef586c]} sys_ppu_thread: _sys_ppu_thread_create(thread_id=*0x1611a38, param=*0xd003ed68, arg=0x1611a38, unk=0x0, prio=1000, stacksize=0x10000, flags=0x0, threadname=*0x1611a74)
HLE: W {PPU[0x1] Thread (main_thread)[0x00ef586c]} sys_ppu_thread: sys_ppu_thread_start(thread_id=0x116)
HLE: W {PPU[0x1] Thread (main_thread)[0x008611c0]} sys_semaphore: sys_semaphore_create(sem=*0x20804278, attr=*0xd003ed60, initial_val=0, max_val=100000)
HLE: W {PPU[0x1] Thread (main_thread)[0x008611c0]} sys_semaphore: sys_semaphore_create(sem=*0x208042a8, attr=*0xd003eec0, initial_val=0, max_val=100000)
HLE: W {PPU[0x1] Thread (main_thread)[0x00ef462c]} cellGcmSys: cellGcmSetDebugOutputLevel(level=2)
RSX: W {RSXThread} TODO: NV406E_SEMAPHORE_ACQUIRE: 0x1
HLE: W {PPU[0x1] Thread (main_thread)[0x008611c0]} sys_semaphore: sys_semaphore_create(sem=*0x20804468, attr=*0xd003ed70, initial_val=0, max_val=100000)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x20804494, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x20804490, mutex_id=0x11a, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x208044d4, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x208044d0, mutex_id=0x11c, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x20804514, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x20804510, mutex_id=0x11e, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x20804554, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x20804550, mutex_id=0x120, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x20804594, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x20804590, mutex_id=0x122, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x208045d4, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x208045d0, mutex_id=0x124, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x20804614, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x20804610, mutex_id=0x126, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x20804654, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x20804650, mutex_id=0x128, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x20804694, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x20804690, mutex_id=0x12a, attr=*0xd003ec60)
