HLE: ! path: /dev_hdd0/game/
HLE: W No pause.bin found, Auto Pause will not work.
HLE: W No pause.bin found, Auto Pause will not work.
LDR: ! Loading 'D:/Emulateurs/Rpcs3/dev_hdd0/game/NPEB00223/USRDIR/BOOT.BIN'...
LDR: !  
LDR: ! Mount info:
LDR: ! /dev_usb000/ -> D:/Emulateurs/Rpcs3/dev_usb000/
LDR: ! /dev_flash/ -> D:/Emulateurs/Rpcs3/dev_flash/
LDR: ! /host_root/ -> 
LDR: ! /dev_hdd0/ -> D:/Emulateurs/Rpcs3/dev_hdd0/
LDR: ! /dev_hdd1/ -> D:/Emulateurs/Rpcs3/dev_hdd1/
LDR: ! /dev_bdvd/ -> D:/Emulateurs/Rpcs3/dev_hdd0/game/NPEB00223/../
LDR: ! /dev_usb/ -> D:/Emulateurs/Rpcs3/dev_usb000/
LDR: !  
LDR: ! Title: Ricochet HD
LDR: ! Serial: NPEB00223
LDR: !  
LDR: ! loader::init() failed: Broken file
MEM: ! Initializing memory: g_base_addr = 0x6a27040000, g_priv_addr = 0x6b27040000
MEM: ! Memory initialized.
HLE: W {PPU[1] Thread (main_thread)[0x0034e8b8]} sys_semaphore: sys_semaphore_create(sem_addr=0xbfa628, attr_addr=0xd000f740, initial_count=1, max_count=2)
HLE: ! {PPU[1] Thread (main_thread)[0x0034e8b8]} sys_semaphore: *** semaphore created [] (protocol=0x2): id = 145
HLE: W {PPU[1] Thread (main_thread)[0x00abfa24]} cellGcmSys: cellGcmSetFlipHandler(handler_addr=12218632)
HLE: W {PPU[1] Thread (main_thread)[0x00abfac4]} cellGcmSys: cellGcmSetVBlankHandler(handler_addr=0xba7128)
HLE: W {PPU[1] Thread (main_thread)[0x00abf644]} cellSysutil: cellVideoOutConfigure(videoOut=0, config_addr=0xd000f710, option_addr=0x0, waitForEvent=0x0)
HLE: W {PPU[1] Thread (main_thread)[0x00abf8a4]} cellGcmSys: cellGcmSetFlipMode(mode=1)
RSX: W {RSXThread} TODO: NV4097_SET_ANTI_ALIASING_CONTROL: 0xffff0000
RSX: W {RSXThread} TODO: NV4097_SET_WINDOW_OFFSET: x=0, y=0
RSX: W {RSXThread} TODO: NV4097_SET_ZCULL_CONTROL0: 0x10
RSX: W {RSXThread} TODO: NV4097_SET_SCULL_CONTROL: 0xff000007
RSX: W {RSXThread} New FBO (1280x720)
RSX: W {RSXThread} TODO: NV4097_SET_ANTI_ALIASING_CONTROL: 0xffff0000
RSX: W {RSXThread} TODO: NV4097_SET_WINDOW_OFFSET: x=0, y=0
HLE: W {PPU[1] Thread (main_thread)[0x002f061c]} sys_mutex: *** mutex created [] (protocol=0x2, recursive=false): id = 146
HLE: W {PPU[1] Thread (main_thread)[0x002f07c4]} sys_cond: *** cond created [] (mutex_id=146): id = 147
RSX: W {RSXThread} TODO: NV4097_SET_VERTEX_ATTRIB_INPUT_MASK: 0xf0d
RSX: W {RSXThread} NV3089_IMAGE_IN_SIZE: w=32, h=1, pitch=64, offset=0x4080, inX=0.000000, inY=0.000000, scaleX=1.000000, scaleY=1.000000
RSX: W {RSXThread} NV3089_IMAGE_IN_SIZE: w=16, h=1, pitch=64, offset=0x40c0, inX=0.000000, inY=0.000000, scaleX=1.000000, scaleY=1.000000
RSX: W {RSXThread} NV3089_IMAGE_IN_SIZE: w=16, h=1, pitch=64, offset=0x4180, inX=0.000000, inY=0.000000, scaleX=1.000000, scaleY=1.000000
RSX: W {RSXThread} NV3089_IMAGE_IN_SIZE: w=32, h=1, pitch=64, offset=0x4280, inX=0.000000, inY=0.000000, scaleX=1.000000, scaleY=1.000000
RSX: W {RSXThread} NV3089_IMAGE_IN_SIZE: w=16, h=1, pitch=64, offset=0x42c0, inX=0.000000, inY=0.000000, scaleX=1.000000, scaleY=1.000000
RSX: W {RSXThread} NV3089_IMAGE_IN_SIZE: w=16, h=1, pitch=64, offset=0x4380, inX=0.000000, inY=0.000000, scaleX=1.000000, scaleY=1.000000
RSX: W {RSXThread} NV3089_IMAGE_IN_SIZE: w=16, h=1, pitch=64, offset=0x4400, inX=0.000000, inY=0.000000, scaleX=1.000000, scaleY=1.000000
RSX: W {RSXThread} TODO: NV4097_SET_ANTI_ALIASING_CONTROL: 0xffff0000
RSX: W {RSXThread} TODO: NV4097_SET_WINDOW_OFFSET: x=0, y=0
RSX: W {RSXThread} TODO: NV4097_SET_ZCULL_CONTROL0: 0x10
RSX: W {RSXThread} TODO: NV4097_SET_SCULL_CONTROL: 0xff000007
HLE: W {PPU[1] Thread (main_thread)[0x00abfa84]} cellGcmSys: cellGcmGetReportDataLocation(index=4991, location=1)
HLE: W {PPU[1] Thread (main_thread)[0x00abfa84]} cellGcmSys: cellGcmGetReportDataAddressLocation(index=4991, location=1)
HLE: W {PPU[1] Thread (main_thread)[0x00abfa84]} cellGcmSys: cellGcmGetReportDataLocation(index=4992, location=1)
HLE: W {PPU[1] Thread (main_thread)[0x00abfa84]} cellGcmSys: cellGcmGetReportDataAddressLocation(index=4992, location=1)
HLE: W {PPU[1] Thread (main_thread)[0x00abfa84]} cellGcmSys: cellGcmGetReportDataLocation(index=4993, location=1)
HLE: W {PPU[1] Thread (main_thread)[0x00abfa84]} cellGcmSys: cellGcmGetReportDataAddressLocation(index=4993, location=1)
HLE: W {PPU[1] Thread (main_thread)[0x00abfa84]} cellGcmSys: cellGcmGetReportDataLocation(index=4994, location=1)
HLE: W {PPU[1] Thread (main_thread)[0x00abfa84]} cellGcmSys: cellGcmGetReportDataAddressLocation(index=4994, location=1)
HLE: ! {PPU[1] Thread (main_thread)[0x0070c198]} sys_fs: cellFsOpen(): '/dev_hdd0/game/NPEB00223/USRDIR/Data/Shaders/OverlayAlphaVP.cgelf' opened, id -> 0x94
HLE: W {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0x201fb4c0, attr_addr=0xad6db8)
HLE: ! {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: *** lwmutex created [_lc_mtx] (attribute=0x12): sq_id = 149
HLE: W {PPU[1] Thread (main_thread)[0x0070c110]} sys_fs: cellFsClose(fd=0x94)
HLE: W {PPU[1] Thread (main_thread)[0x00ac0ca4]} sys_lwmutex: sys_lwmutex_destroy(lwmutex_addr=0x201fb4c0)
HLE: ! {PPU[1] Thread (main_thread)[0x0070c198]} sys_fs: cellFsOpen(): '/dev_hdd0/game/NPEB00223/USRDIR/Data/Shaders/OverlayAlphaVP.cgelf' opened, id -> 0x96
HLE: W {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0x201fb4c0, attr_addr=0xad6db8)
HLE: ! {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: *** lwmutex created [_lc_mtx] (attribute=0x12): sq_id = 151
HLE: W {PPU[1] Thread (main_thread)[0x0070c110]} sys_fs: cellFsClose(fd=0x96)
HLE: W {PPU[1] Thread (main_thread)[0x00ac0ca4]} sys_lwmutex: sys_lwmutex_destroy(lwmutex_addr=0x201fb4c0)
RSX: W {RSXThread} TODO: NV4097_SET_CONTEXT_DMA_REPORT: 0xbad68000
RSX: W {RSXThread} NV4097_GET_REPORT: Unimplemented type 2
RSX: W {RSXThread} NV4097_GET_REPORT: Unimplemented type 3
RSX: W {RSXThread} NV4097_GET_REPORT: Unimplemented type 4
RSX: W {RSXThread} NV4097_GET_REPORT: Unimplemented type 5
RSX: W {RSXThread} TODO: NV4097_CLEAR_REPORT_VALUE: ZCULL_STATS
RSX: W {RSXThread} TODO: NV4097_SET_ZCULL_STATS_ENABLE: 0x1
HLE: ! {PPU[1] Thread (main_thread)[0x0070c198]} sys_fs: cellFsOpen(): '/dev_hdd0/game/NPEB00223/USRDIR/Data/Shaders/OverlayAlphaFP.cgelf' opened, id -> 0x98
HLE: W {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0x201fc070, attr_addr=0xad6db8)
HLE: ! {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: *** lwmutex created [_lc_mtx] (attribute=0x12): sq_id = 153
HLE: W {PPU[1] Thread (main_thread)[0x0070c110]} sys_fs: cellFsClose(fd=0x98)
HLE: W {PPU[1] Thread (main_thread)[0x00ac0ca4]} sys_lwmutex: sys_lwmutex_destroy(lwmutex_addr=0x201fc070)
HLE: ! {PPU[1] Thread (main_thread)[0x0070c198]} sys_fs: cellFsOpen(): '/dev_hdd0/game/NPEB00223/USRDIR/Data/Shaders/OverlayAlphaFP.cgelf' opened, id -> 0x9a
HLE: W {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0x201fc070, attr_addr=0xad6db8)
HLE: ! {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: *** lwmutex created [_lc_mtx] (attribute=0x12): sq_id = 155
HLE: W {PPU[1] Thread (main_thread)[0x0070c110]} sys_fs: cellFsClose(fd=0x9a)
HLE: W {PPU[1] Thread (main_thread)[0x00ac0ca4]} sys_lwmutex: sys_lwmutex_destroy(lwmutex_addr=0x201fc070)
HLE: W {PPU[1] Thread (main_thread)[0x00abf8a4]} cellGcmSys: cellGcmSetFlipMode(mode=2)
RSX: W {RSXThread} NV3089_IMAGE_IN_SIZE: w=32, h=1, pitch=64, offset=0x4500, inX=0.000000, inY=0.000000, scaleX=1.000000, scaleY=1.000000
RSX: W {RSXThread} NV3089_IMAGE_IN_SIZE: w=16, h=1, pitch=64, offset=0x4540, inX=0.000000, inY=0.000000, scaleX=1.000000, scaleY=1.000000
RSX: W {RSXThread} TODO: NV4097_SET_ANTI_ALIASING_CONTROL: 0xffff0000
RSX: W {RSXThread} TODO: NV4097_SET_WINDOW_OFFSET: x=0, y=0
RSX: W {RSXThread} TODO: NV4097_SET_ZCULL_CONTROL0: 0x10
RSX: W {RSXThread} TODO: NV4097_SET_SCULL_CONTROL: 0xff000007
HLE: W {PPU[1] Thread (main_thread)[0x00abfa84]} cellGcmSys: cellGcmGetReportDataLocation(index=4991, location=1)
HLE: W {PPU[1] Thread (main_thread)[0x00abfa84]} cellGcmSys: cellGcmGetReportDataAddressLocation(index=4991, location=1)
HLE: W {PPU[1] Thread (main_thread)[0x00abfa84]} cellGcmSys: cellGcmGetReportDataLocation(index=4992, location=1)
HLE: W {PPU[1] Thread (main_thread)[0x00abfa84]} cellGcmSys: cellGcmGetReportDataAddressLocation(index=4992, location=1)
HLE: W {PPU[1] Thread (main_thread)[0x00abfa84]} cellGcmSys: cellGcmGetReportDataLocation(index=4993, location=1)
HLE: W {PPU[1] Thread (main_thread)[0x00abfa84]} cellGcmSys: cellGcmGetReportDataAddressLocation(index=4993, location=1)
HLE: W {PPU[1] Thread (main_thread)[0x00abfa84]} cellGcmSys: cellGcmGetReportDataLocation(index=4994, location=1)
HLE: W {PPU[1] Thread (main_thread)[0x00abfa84]} cellGcmSys: cellGcmGetReportDataAddressLocation(index=4994, location=1)
HLE: E {PPU[1] Thread (main_thread)[0x00abea84]} sceNp TODO: sceNpDrmVerifyUpgradeLicense(content_id_addr=0xaf4f10)
HLE: W {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0x201fc7a8, attr_addr=0xd000f770)
HLE: ! {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: *** lwmutex created [] (attribute=0x12): sq_id = 156
HLE: W {PPU[1] Thread (main_thread)[0x006b0e98]} sys_semaphore: sys_semaphore_create(sem_addr=0x201fc7c0, attr_addr=0xd000f780, initial_count=0, max_count=1)
HLE: ! {PPU[1] Thread (main_thread)[0x006b0e98]} sys_semaphore: *** semaphore created [] (protocol=0x2): id = 157
HLE: W {PPU[1] Thread (main_thread)[0x007572f8]} sys_semaphore: sys_semaphore_create(sem_addr=0x201fc7dc, attr_addr=0xd000f8f8, initial_count=0, max_count=32)
HLE: ! {PPU[1] Thread (main_thread)[0x007572f8]} sys_semaphore: *** semaphore created [] (protocol=0x2): id = 158
HLE: W {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0x201fc8e8, attr_addr=0xd000f8e8)
HLE: ! {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: *** lwmutex created [] (attribute=0x12): sq_id = 159
RSX: W {RSXThread} TODO: NV4097_SET_CONTEXT_DMA_REPORT: 0xbad68000
RSX: W {RSXThread} NV4097_GET_REPORT: Unimplemented type 2
RSX: W {RSXThread} NV4097_GET_REPORT: Unimplemented type 3
RSX: W {RSXThread} NV4097_GET_REPORT: Unimplemented type 4
RSX: W {RSXThread} NV4097_GET_REPORT: Unimplemented type 5
RSX: W {RSXThread} TODO: NV4097_CLEAR_REPORT_VALUE: ZCULL_STATS
RSX: W {RSXThread} TODO: NV4097_SET_ZCULL_STATS_ENABLE: 0x1
RSX: W {RSXThread} TODO: NV4097_SET_ANTI_ALIASING_CONTROL: 0xffff0000
RSX: W {RSXThread} TODO: NV4097_SET_WINDOW_OFFSET: x=0, y=0
RSX: W {RSXThread} TODO: NV4097_SET_ZCULL_CONTROL0: 0x1
RSX: W {RSXThread} TODO: NV4097_SET_SCULL_CONTROL: 0xff000007
HLE: ! {PPU[1] Thread (main_thread)[0x00ac0ae4]} sys_ppu_thread: *** New PPU Thread [trophyThread] (detached, entry=0xbc2dc8): id = 160
HLE: W {PPU[160] Thread (trophyThread)[0x00abf604]} cellSysmodule: cellSysmoduleLoadModule(id=0xf035: CELL_SYSMODULE_SYSUTIL_NP_TROPHY)
HLE: W {PPU[160] Thread (trophyThread)[0x00ac0744]} sceNpTrophy: sceNpTrophyCreateContext(context_addr=0x201fc7cc, commID_addr=0xad4540, commSign_addr=0xad454c, options=0x0)
HLE: ! {PPU[1] Thread (main_thread)[0x00ac0ae4]} sys_ppu_thread: *** New PPU Thread [SaveLoad] (detached, entry=0xbbee00): id = 161
HLE: W {PPU[78] Thread (saveLoadThread)[0x00ac0924]} cellSysutil: cellSaveDataAutoLoad2(version=0, dirName_addr=0xbfe33f, errDialog=0, setBuf_addr=0x200e81d8, funcStat_addr=0xbcf510, funcFile_addr=0xbcf530, container=4294967295, userdata_addr=0x200e8188)
HLE: E {PPU[78] Thread (saveLoadThread)[0x00ac0924]} cellSysutil error: cellSaveDataAutoLoad2: Couldn't find save entry (NPEB00223)
HLE: E {PPU[160] Thread (trophyThread)[0x00ac0604]} sceNpTrophy TODO: sceNpTrophyCreateHandle(handle_addr=0x201fc7d0)
HLE: W {PPU[160] Thread (trophyThread)[0x00ac05e4]} sceNpTrophy: sceNpTrophyRegisterContext(context=1, handle=0, statusCb_addr=0xbcf950, arg_addr=0x201fc770, options=0x0)
HLE: W {PPU[160] Thread (trophyThread)[0x00ac05e4]} vfsLocalFile::Create('D:/Emulateurs/Rpcs3/dev_hdd0/home/00000001/trophy/NPWR01282_00/TROPCONF.SFM')
HLE: W {PPU[160] Thread (trophyThread)[0x00ac05e4]} vfsLocalFile::Create('D:/Emulateurs/Rpcs3/dev_hdd0/home/00000001/trophy/NPWR01282_00/ICON0.PNG')
HLE: W {PPU[160] Thread (trophyThread)[0x00ac05e4]} vfsLocalFile::Create('D:/Emulateurs/Rpcs3/dev_hdd0/home/00000001/trophy/NPWR01282_00/TROP000.PNG')
HLE: W {PPU[160] Thread (trophyThread)[0x00ac05e4]} vfsLocalFile::Create('D:/Emulateurs/Rpcs3/dev_hdd0/home/00000001/trophy/NPWR01282_00/TROP001.PNG')
HLE: W {PPU[160] Thread (trophyThread)[0x00ac05e4]} vfsLocalFile::Create('D:/Emulateurs/Rpcs3/dev_hdd0/home/00000001/trophy/NPWR01282_00/TROP002.PNG')
HLE: W {PPU[160] Thread (trophyThread)[0x00ac05e4]} vfsLocalFile::Create('D:/Emulateurs/Rpcs3/dev_hdd0/home/00000001/trophy/NPWR01282_00/TROP003.PNG')
HLE: W {PPU[160] Thread (trophyThread)[0x00ac05e4]} vfsLocalFile::Create('D:/Emulateurs/Rpcs3/dev_hdd0/home/00000001/trophy/NPWR01282_00/TROP004.PNG')
HLE: W {PPU[160] Thread (trophyThread)[0x00ac05e4]} vfsLocalFile::Create('D:/Emulateurs/Rpcs3/dev_hdd0/home/00000001/trophy/NPWR01282_00/TROP005.PNG')
HLE: W {PPU[160] Thread (trophyThread)[0x00ac05e4]} vfsLocalFile::Create('D:/Emulateurs/Rpcs3/dev_hdd0/home/00000001/trophy/NPWR01282_00/TROP006.PNG')
HLE: W {PPU[160] Thread (trophyThread)[0x00ac05e4]} vfsLocalFile::Create('D:/Emulateurs/Rpcs3/dev_hdd0/home/00000001/trophy/NPWR01282_00/TROP007.PNG')
HLE: W {PPU[160] Thread (trophyThread)[0x00ac05e4]} vfsLocalFile::Create('D:/Emulateurs/Rpcs3/dev_hdd0/home/00000001/trophy/NPWR01282_00/TROP008.PNG')
HLE: W {PPU[160] Thread (trophyThread)[0x00ac05e4]} vfsLocalFile::Create('D:/Emulateurs/Rpcs3/dev_hdd0/home/00000001/trophy/NPWR01282_00/TROP009.PNG')
HLE: W {PPU[160] Thread (trophyThread)[0x00ac05e4]} vfsLocalFile::Create('D:/Emulateurs/Rpcs3/dev_hdd0/home/00000001/trophy/NPWR01282_00/TROP010.PNG')
HLE: W {PPU[160] Thread (trophyThread)[0x00ac05e4]} vfsLocalFile::Create('D:/Emulateurs/Rpcs3/dev_hdd0/home/00000001/trophy/NPWR01282_00/TROP011.PNG')
HLE: W {PPU[160] Thread (trophyThread)[0x00ac05e4]} vfsLocalFile::Create('D:/Emulateurs/Rpcs3/dev_hdd0/home/00000001/trophy/NPWR01282_00/TROPUSR.DAT')
HLE: W {PPU[160] Thread (trophyThread)[0x00ac0644]} sceNpTrophy: sceNpTrophyGetRequiredDiskSpace(context=1, handle=0, reqspace_addr=0xd008fbf0, options=0x0)
