HLE: ! path: /dev_hdd0/game/
LDR: E PSFLoader::Load() failed: unknown magic (0x0)
LDR: ! Loading 'D:/Emulateurs/Rpcs3/dev_hdd0/game/BLJM60329-[CLANNAD]/PS3_GAME/USRDIR/BOOT.BIN'...
G: W fs::file::open('D:/Emulateurs/Rpcs3/dev_hdd0/game/BLJM60329-[CLANNAD]/PS3_GAME/dev_bdvd.path', 0x1) failed: error 0x2
LDR: !  
LDR: ! Mount info:
LDR: ! /dev_usb000/ -> D:/Emulateurs/Rpcs3/dev_usb000/
LDR: ! /dev_flash/ -> D:/Emulateurs/Rpcs3/dev_flash/
LDR: ! /host_root/ -> 
LDR: ! /dev_hdd0/ -> D:/Emulateurs/Rpcs3/dev_hdd0/
LDR: ! /dev_hdd1/ -> D:/Emulateurs/Rpcs3/dev_hdd1/
LDR: ! /dev_bdvd/ -> D:/Emulateurs/Rpcs3/dev_hdd0/game/BLJM60329-[CLANNAD]/
LDR: ! /dev_usb/ -> D:/Emulateurs/Rpcs3/dev_usb000/
LDR: !  
LDR: ! Title: CLANNAD
LDR: ! Serial: BLJM60329
LDR: ! Elf path: /dev_bdvd/PS3_GAME/USRDIR/BOOT.BIN
LDR: ! loader::init() failed: Broken file
MEM: ! Initializing memory: g_base_addr = 0xd29d0f0000, g_priv_addr = 0xd39d0f0000
MEM: ! Memory initialized.
HLE: W {PPU[0x1] Thread (main_thread)[0x001bb080]} sys_cond: sys_cond_create(cond_id=*0xa13668, mutex_id=0xd1, attr=*0xa13670)
HLE: W {PPU[0x1] Thread (main_thread)[0x001f8828]} sysPrxForUser: sys_ppu_thread_create(thread_id=*0xa133b0, entry=0x227e90, arg=0x6b28d0, prio=402, stacksize=0x4000, flags=0x0, threadname=*0x2130e8)
HLE: W {PPU[0x1] Thread (main_thread)[0x001f8828]} sys_ppu_thread: _sys_ppu_thread_create(thread_id=*0xa133b0, param=*0xd007f668, arg=0x6b28d0, unk=0x0, prio=402, stacksize=0x4000, flags=0x0, threadname=*0x2130e8)
HLE: W {PPU[0x1] Thread (main_thread)[0x001f8828]} sys_ppu_thread: sys_ppu_thread_start(thread_id=0xd3)
HLE: W {PPU[0x1] Thread (main_thread)[0x001f88a8]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x6b2908, attr=*0x6b2928)
HLE: W {PPU[0x1] Thread (main_thread)[0x001f88a8]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x6b28e0, attr=*0x6b2938)
HLE: W {PPU[0x1] Thread (main_thread)[0x001f8828]} sysPrxForUser: sys_ppu_thread_create(thread_id=*0x6b2948, entry=0x227ed0, arg=0x0, prio=400, stacksize=0x8000, flags=0x0, threadname=*0x213120)
HLE: W {PPU[0x1] Thread (main_thread)[0x001f8828]} sys_ppu_thread: _sys_ppu_thread_create(thread_id=*0x6b2948, param=*0xd007f728, arg=0x0, unk=0x0, prio=400, stacksize=0x8000, flags=0x0, threadname=*0x213120)
HLE: W {PPU[0x1] Thread (main_thread)[0x001f8828]} sys_ppu_thread: sys_ppu_thread_start(thread_id=0xd6)
HLE: W {PPU[0x1] Thread (main_thread)[0x001f88a8]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x6b2430, attr=*0x6b2954)
HLE: W {PPU[0xd6] Thread (_cellsurMixerMain)[0x001bc880]} sys_event: sys_event_queue_create(equeue_id=*0x6b2924, attr=*0x6b39d0, event_queue_key=0x8000cafe02460300, size=2)
HLE: W {PPU[0x1] Thread (main_thread)[0x001f7b48]} cellAudio: cellAudioPortOpen(audioParam=*0x6b2968, portNum=*0x6b28d8)
HLE: W {PPU[0x1] Thread (main_thread)[0x001f7b48]} cellAudio: *** audio port opened(nChannel=8, nBlock=8, attr=0x0, level=1.000000): port = 0
HLE: W {PPU[0x1] Thread (main_thread)[0x001f7ae8]} cellAudio: cellAudioGetPortConfig(portNum=0, portConfig=*0x6b2988)
HLE: W {PPU[0x1] Thread (main_thread)[0x001f7b08]} cellAudio: cellAudioPortStart(portNum=0)
HLE: W {PPU[0x1] Thread (main_thread)[0x001f7a68]} cellAudio: cellAudioSetNotifyEventQueue(key=0x8000cafe02460300)
HLE: W {PPU[0x1] Thread (main_thread)[0x0001753c]} sys_semaphore: sys_semaphore_create(sem=*0x24283d1c, attr=*0xd007f6f0, initial_val=1, max_val=1)
HLE: W {PPU[0x1] Thread (main_thread)[0x0001753c]} sys_semaphore: sys_semaphore_create(sem=*0x2a8054b8, attr=*0xd007f7e0, initial_val=1, max_val=1)
HLE: W {PPU[0x1] Thread (main_thread)[0x0001753c]} sys_semaphore: sys_semaphore_create(sem=*0x2a8054c8, attr=*0xd007f7e0, initial_val=1, max_val=1)
HLE: W {PPU[0x1] Thread (main_thread)[0x0001753c]} sys_semaphore: sys_semaphore_create(sem=*0x2a8054d8, attr=*0xd007f7e0, initial_val=1, max_val=1)
HLE: W {PPU[0x1] Thread (main_thread)[0x0001753c]} sys_semaphore: sys_semaphore_create(sem=*0x2a8054e8, attr=*0xd007f7e0, initial_val=1, max_val=1)
HLE: W {PPU[0x1] Thread (main_thread)[0x0001753c]} sys_semaphore: sys_semaphore_create(sem=*0x2a8054f8, attr=*0xd007f7e0, initial_val=1, max_val=1)
HLE: W {PPU[0x1] Thread (main_thread)[0x0001753c]} sys_semaphore: sys_semaphore_create(sem=*0x2a805508, attr=*0xd007f7e0, initial_val=1, max_val=1)
HLE: W {PPU[0x1] Thread (main_thread)[0x0001753c]} sys_semaphore: sys_semaphore_create(sem=*0x2a805518, attr=*0xd007f7e0, initial_val=1, max_val=1)
HLE: W {PPU[0x1] Thread (main_thread)[0x0001753c]} sys_semaphore: sys_semaphore_create(sem=*0x2a805528, attr=*0xd007f7e0, initial_val=1, max_val=1)
HLE: W {PPU[0x1] Thread (main_thread)[0x0001753c]} sys_semaphore: sys_semaphore_create(sem=*0x2a805538, attr=*0xd007f7e0, initial_val=1, max_val=1)
HLE: W {PPU[0x1] Thread (main_thread)[0x0001753c]} sys_semaphore: sys_semaphore_create(sem=*0x2a805548, attr=*0xd007f7e0, initial_val=1, max_val=1)
HLE: W {PPU[0x1] Thread (main_thread)[0x0001753c]} sys_semaphore: sys_semaphore_create(sem=*0x2a805558, attr=*0xd007f7e0, initial_val=1, max_val=1)
HLE: W {PPU[0x1] Thread (main_thread)[0x0001753c]} sys_semaphore: sys_semaphore_create(sem=*0x2a805568, attr=*0xd007f7e0, initial_val=1, max_val=1)
HLE: W {PPU[0x1] Thread (main_thread)[0x0001753c]} sys_semaphore: sys_semaphore_create(sem=*0x2a805578, attr=*0xd007f7e0, initial_val=1, max_val=1)
HLE: W {PPU[0x1] Thread (main_thread)[0x0001753c]} sys_semaphore: sys_semaphore_create(sem=*0x2a805588, attr=*0xd007f7e0, initial_val=1, max_val=1)
HLE: W {PPU[0x1] Thread (main_thread)[0x0001753c]} sys_semaphore: sys_semaphore_create(sem=*0x2a805598, attr=*0xd007f7e0, initial_val=1, max_val=1)
HLE: W {PPU[0x1] Thread (main_thread)[0x0001753c]} sys_semaphore: sys_semaphore_create(sem=*0x2a8055a8, attr=*0xd007f7e0, initial_val=1, max_val=1)
HLE: W {PPU[0x1] Thread (main_thread)[0x0001753c]} sys_semaphore: sys_semaphore_create(sem=*0x2a8055b8, attr=*0xd007f7e0, initial_val=1, max_val=1)
HLE: W {PPU[0x1] Thread (main_thread)[0x0001753c]} sys_semaphore: sys_semaphore_create(sem=*0x2a8055c8, attr=*0xd007f7e0, initial_val=1, max_val=1)
HLE: W {PPU[0x1] Thread (main_thread)[0x0001753c]} sys_semaphore: sys_semaphore_create(sem=*0x2a8055d8, attr=*0xd007f7e0, initial_val=1, max_val=1)
HLE: W {PPU[0x1] Thread (main_thread)[0x0001753c]} sys_semaphore: sys_semaphore_create(sem=*0x2a8055e8, attr=*0xd007f7e0, initial_val=1, max_val=1)
HLE: W {PPU[0x1] Thread (main_thread)[0x0001753c]} sys_semaphore: sys_semaphore_create(sem=*0x2a8055f8, attr=*0xd007f7e0, initial_val=1, max_val=1)
HLE: W {PPU[0x1] Thread (main_thread)[0x0001753c]} sys_semaphore: sys_semaphore_create(sem=*0x2a805608, attr=*0xd007f7e0, initial_val=1, max_val=1)
HLE: W {PPU[0x1] Thread (main_thread)[0x001f8828]} sysPrxForUser: sys_ppu_thread_create(thread_id=*0x24283d20, entry=0x222ff0, arg=0x24283d10, prio=1000, stacksize=0x8000, flags=0x1, threadname=*0x24283d31)
HLE: W {PPU[0x1] Thread (main_thread)[0x001f8828]} sys_ppu_thread: _sys_ppu_thread_create(thread_id=*0x24283d20, param=*0xd007f818, arg=0x24283d10, unk=0x0, prio=1000, stacksize=0x8000, flags=0x1, threadname=*0x24283d31)
HLE: W {PPU[0x1] Thread (main_thread)[0x001f8828]} sys_ppu_thread: sys_ppu_thread_start(thread_id=0xf0)
HLE: W {PPU[0x1] Thread (main_thread)[0x0001753c]} sys_semaphore: sys_semaphore_create(sem=*0x24283ddc, attr=*0xd007f6f0, initial_val=1, max_val=1)
HLE: W {PPU[0x1] Thread (main_thread)[0x0001753c]} sys_semaphore: sys_semaphore_create(sem=*0x24281438, attr=*0xd007f7a0, initial_val=1, max_val=1)
HLE: W {PPU[0x1] Thread (main_thread)[0x001f8828]} sysPrxForUser: sys_ppu_thread_create(thread_id=*0x24283de0, entry=0x222ff0, arg=0x24283dd0, prio=1001, stacksize=0x4000, flags=0x1, threadname=*0x24283df1)
HLE: W {PPU[0x1] Thread (main_thread)[0x001f8828]} sys_ppu_thread: _sys_ppu_thread_create(thread_id=*0x24283de0, param=*0xd007f818, arg=0x24283dd0, unk=0x0, prio=1001, stacksize=0x4000, flags=0x1, threadname=*0x24283df1)
HLE: W {PPU[0x1] Thread (main_thread)[0x001f8828]} sys_ppu_thread: sys_ppu_thread_start(thread_id=0xf3)
HLE: W {PPU[0x8e] Thread (fios mediathread 5)[0x001f6868]} cellFs: cellFsStat(path=*0xd00c3210, sb=*0xd00c3184) -> sys_fs_stat()
HLE: W {PPU[0x8e] Thread (fios mediathread 5)[0x001f6868]} sys_fs: sys_fs_stat(path=*0xd00c3210, sb=*0xd00c3184)
HLE: W {PPU[0x8e] Thread (fios mediathread 5)[0x001f6868]} sys_fs: *** path = '/dev_bdvd/PS3_GAME/USRDIR/data/sys/se/s01.at3'
HLE: W {PPU[0x8e] Thread (fios mediathread 5)[0x001c2fb0]} sys_time: sys_time_get_timezone(timezone_addr=0xd00c3020, summertime_addr=0xd00c3024)
HLE: W {PPU[0x8e] Thread (fios mediathread 5)[0x001c2fb0]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_TIMEZONE
HLE: W {PPU[0x8e] Thread (fios mediathread 5)[0x001c2fb0]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_SUMMERTIME
HLE: W {PPU[0x8e] Thread (fios mediathread 5)[0x001c4a74]} sys_time: sys_time_get_timezone(timezone_addr=0xd00c2f70, summertime_addr=0xd00c2f74)
HLE: W {PPU[0x8e] Thread (fios mediathread 5)[0x001c4a74]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_TIMEZONE
HLE: W {PPU[0x8e] Thread (fios mediathread 5)[0x001c4a74]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_SUMMERTIME
HLE: W {PPU[0x8e] Thread (fios mediathread 5)[0x001c2fb0]} sys_time: sys_time_get_timezone(timezone_addr=0xd00c3020, summertime_addr=0xd00c3024)
HLE: W {PPU[0x8e] Thread (fios mediathread 5)[0x001c2fb0]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_TIMEZONE
HLE: W {PPU[0x8e] Thread (fios mediathread 5)[0x001c2fb0]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_SUMMERTIME
HLE: W {PPU[0x8e] Thread (fios mediathread 5)[0x001c4a74]} sys_time: sys_time_get_timezone(timezone_addr=0xd00c2f70, summertime_addr=0xd00c2f74)
HLE: W {PPU[0x8e] Thread (fios mediathread 5)[0x001c4a74]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_TIMEZONE
HLE: W {PPU[0x8e] Thread (fios mediathread 5)[0x001c4a74]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_SUMMERTIME
HLE: W {PPU[0x8e] Thread (fios mediathread 5)[0x001c2fb0]} sys_time: sys_time_get_timezone(timezone_addr=0xd00c3020, summertime_addr=0xd00c3024)
HLE: W {PPU[0x8e] Thread (fios mediathread 5)[0x001c2fb0]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_TIMEZONE
HLE: W {PPU[0x8e] Thread (fios mediathread 5)[0x001c2fb0]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_SUMMERTIME
HLE: W {PPU[0x8e] Thread (fios mediathread 5)[0x001c4a74]} sys_time: sys_time_get_timezone(timezone_addr=0xd00c2f70, summertime_addr=0xd00c2f74)
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001f6868]} cellFs: cellFsStat(path=*0xd00d3210, sb=*0xd00d3184) -> sys_fs_stat()
HLE: W {PPU[0x8e] Thread (fios mediathread 5)[0x001c4a74]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_TIMEZONE
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001f6868]} sys_fs: sys_fs_stat(path=*0xd00d3210, sb=*0xd00d3184)
HLE: W {PPU[0x8e] Thread (fios mediathread 5)[0x001c4a74]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_SUMMERTIME
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001f6868]} sys_fs: *** path = '/dev_bdvd/PS3_GAME/USRDIR/data/sys/se/s02.at3'
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001c2fb0]} sys_time: sys_time_get_timezone(timezone_addr=0xd00d3020, summertime_addr=0xd00d3024)
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001c2fb0]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_TIMEZONE
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001c2fb0]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_SUMMERTIME
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001c4a74]} sys_time: sys_time_get_timezone(timezone_addr=0xd00d2f70, summertime_addr=0xd00d2f74)
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001c4a74]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_TIMEZONE
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001c4a74]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_SUMMERTIME
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001c2fb0]} sys_time: sys_time_get_timezone(timezone_addr=0xd00d3020, summertime_addr=0xd00d3024)
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001c2fb0]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_TIMEZONE
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001c2fb0]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_SUMMERTIME
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001c4a74]} sys_time: sys_time_get_timezone(timezone_addr=0xd00d2f70, summertime_addr=0xd00d2f74)
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001c4a74]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_TIMEZONE
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001c4a74]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_SUMMERTIME
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001c2fb0]} sys_time: sys_time_get_timezone(timezone_addr=0xd00d3020, summertime_addr=0xd00d3024)
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001c2fb0]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_TIMEZONE
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001c2fb0]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_SUMMERTIME
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001c4a74]} sys_time: sys_time_get_timezone(timezone_addr=0xd00d2f70, summertime_addr=0xd00d2f74)
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001c4a74]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_TIMEZONE
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001c4a74]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_SUMMERTIME
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001f6868]} cellFs: cellFsStat(path=*0xd00d3210, sb=*0xd00d3184) -> sys_fs_stat()
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001f6868]} sys_fs: sys_fs_stat(path=*0xd00d3210, sb=*0xd00d3184)
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001f6868]} sys_fs: *** path = '/dev_bdvd/PS3_GAME/USRDIR/data/sys/se/s00.at3'
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001c2fb0]} sys_time: sys_time_get_timezone(timezone_addr=0xd00d3020, summertime_addr=0xd00d3024)
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001c2fb0]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_TIMEZONE
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001c2fb0]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_SUMMERTIME
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001c4a74]} sys_time: sys_time_get_timezone(timezone_addr=0xd00d2f70, summertime_addr=0xd00d2f74)
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001c4a74]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_TIMEZONE
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001c4a74]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_SUMMERTIME
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001c2fb0]} sys_time: sys_time_get_timezone(timezone_addr=0xd00d3020, summertime_addr=0xd00d3024)
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001c2fb0]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_TIMEZONE
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001c2fb0]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_SUMMERTIME
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001c4a74]} sys_time: sys_time_get_timezone(timezone_addr=0xd00d2f70, summertime_addr=0xd00d2f74)
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001c4a74]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_TIMEZONE
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001c4a74]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_SUMMERTIME
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001c2fb0]} sys_time: sys_time_get_timezone(timezone_addr=0xd00d3020, summertime_addr=0xd00d3024)
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001c2fb0]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_TIMEZONE
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001c2fb0]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_SUMMERTIME
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001c4a74]} sys_time: sys_time_get_timezone(timezone_addr=0xd00d2f70, summertime_addr=0xd00d2f74)
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001c4a74]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_TIMEZONE
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001c4a74]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_SUMMERTIME
HLE: W {PPU[0x8e] Thread (fios mediathread 5)[0x001f6868]} cellFs: cellFsStat(path=*0xd00c3210, sb=*0xd00c3184) -> sys_fs_stat()
HLE: W {PPU[0x8e] Thread (fios mediathread 5)[0x001f6868]} sys_fs: sys_fs_stat(path=*0xd00c3210, sb=*0xd00c3184)
HLE: W {PPU[0x8e] Thread (fios mediathread 5)[0x001f6868]} sys_fs: *** path = '/dev_bdvd/PS3_GAME/USRDIR/data/sys/se/tret.at3'
HLE: W {PPU[0x8e] Thread (fios mediathread 5)[0x001c2fb0]} sys_time: sys_time_get_timezone(timezone_addr=0xd00c3020, summertime_addr=0xd00c3024)
HLE: W {PPU[0x8e] Thread (fios mediathread 5)[0x001c2fb0]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_TIMEZONE
HLE: W {PPU[0x8e] Thread (fios mediathread 5)[0x001c2fb0]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_SUMMERTIME
HLE: W {PPU[0x8e] Thread (fios mediathread 5)[0x001c4a74]} sys_time: sys_time_get_timezone(timezone_addr=0xd00c2f70, summertime_addr=0xd00c2f74)
HLE: W {PPU[0x8e] Thread (fios mediathread 5)[0x001c4a74]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_TIMEZONE
HLE: W {PPU[0x8e] Thread (fios mediathread 5)[0x001c4a74]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_SUMMERTIME
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001f6868]} cellFs: cellFsStat(path=*0xd00d3210, sb=*0xd00d3184) -> sys_fs_stat()
HLE: W {PPU[0x8e] Thread (fios mediathread 5)[0x001c2fb0]} sys_time: sys_time_get_timezone(timezone_addr=0xd00c3020, summertime_addr=0xd00c3024)
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001f6868]} sys_fs: sys_fs_stat(path=*0xd00d3210, sb=*0xd00d3184)
HLE: W {PPU[0x8e] Thread (fios mediathread 5)[0x001c2fb0]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_TIMEZONE
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001f6868]} sys_fs: *** path = '/dev_bdvd/PS3_GAME/USRDIR/data/sys/se/huse.at3'
HLE: W {PPU[0x8e] Thread (fios mediathread 5)[0x001c2fb0]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_SUMMERTIME
HLE: W {PPU[0x8e] Thread (fios mediathread 5)[0x001c4a74]} sys_time: sys_time_get_timezone(timezone_addr=0xd00c2f70, summertime_addr=0xd00c2f74)
HLE: W {PPU[0x8e] Thread (fios mediathread 5)[0x001c4a74]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_TIMEZONE
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001c2fb0]} sys_time: sys_time_get_timezone(timezone_addr=0xd00d3020, summertime_addr=0xd00d3024)
HLE: W {PPU[0x8e] Thread (fios mediathread 5)[0x001c4a74]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_SUMMERTIME
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001c2fb0]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_TIMEZONE
HLE: W {PPU[0x8e] Thread (fios mediathread 5)[0x001c2fb0]} sys_time: sys_time_get_timezone(timezone_addr=0xd00c3020, summertime_addr=0xd00c3024)
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001c2fb0]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_SUMMERTIME
HLE: W {PPU[0x8e] Thread (fios mediathread 5)[0x001c2fb0]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_TIMEZONE
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001c4a74]} sys_time: sys_time_get_timezone(timezone_addr=0xd00d2f70, summertime_addr=0xd00d2f74)
HLE: W {PPU[0x8e] Thread (fios mediathread 5)[0x001c2fb0]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_SUMMERTIME
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001c4a74]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_TIMEZONE
HLE: W {PPU[0x8e] Thread (fios mediathread 5)[0x001c4a74]} sys_time: sys_time_get_timezone(timezone_addr=0xd00c2f70, summertime_addr=0xd00c2f74)
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001c4a74]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_SUMMERTIME
HLE: W {PPU[0x8e] Thread (fios mediathread 5)[0x001c4a74]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_TIMEZONE
HLE: W {PPU[0x8e] Thread (fios mediathread 5)[0x001c4a74]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_SUMMERTIME
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001c2fb0]} sys_time: sys_time_get_timezone(timezone_addr=0xd00d3020, summertime_addr=0xd00d3024)
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001c2fb0]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_TIMEZONE
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001c2fb0]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_SUMMERTIME
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001c4a74]} sys_time: sys_time_get_timezone(timezone_addr=0xd00d2f70, summertime_addr=0xd00d2f74)
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001c4a74]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_TIMEZONE
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001c4a74]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_SUMMERTIME
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001c2fb0]} sys_time: sys_time_get_timezone(timezone_addr=0xd00d3020, summertime_addr=0xd00d3024)
